,1,2,3,4,5,6,7,8,9,10
1,0.09210526315789473,0.25,0.2236842105263158,0.17105263157894737,0.14473684210526316,0.039473684210526314,0.06578947368421052,0.013157894736842105,0.0,0.0
2,0.034688995215311005,0.23086124401913877,0.32177033492822965,0.21411483253588517,0.10645933014354067,0.04904306220095694,0.03110047846889952,0.009569377990430622,0.0023923444976076554,0.0
3,0.009332023575638507,0.1556974459724951,0.33644400785854617,0.26277013752455797,0.137524557956778,0.05844793713163065,0.0206286836935167,0.010805500982318271,0.0063850687622789785,0.0019646365422396855
4,0.005192107995846314,0.0908618899273105,0.3115264797507788,0.2798546209761163,0.1838006230529595,0.07476635514018691,0.0264797507788162,0.014537902388369679,0.010384215991692628,0.002596053997923157
5,0.003968253968253968,0.06587301587301587,0.24682539682539684,0.29365079365079366,0.20873015873015874,0.0992063492063492,0.05476190476190476,0.015873015873015872,0.00873015873015873,0.002380952380952381
6,0.007961783439490446,0.04617834394904458,0.15286624203821655,0.2914012738853503,0.21815286624203822,0.1449044585987261,0.08917197452229299,0.025477707006369428,0.020700636942675158,0.0031847133757961785
7,0.0031645569620253164,0.04113924050632911,0.12025316455696203,0.2120253164556962,0.25949367088607594,0.20253164556962025,0.11392405063291139,0.03164556962025317,0.006329113924050633,0.00949367088607595
8,0.0,0.05511811023622047,0.11811023622047244,0.2047244094488189,0.2283464566929134,0.1732283464566929,0.12598425196850394,0.047244094488188976,0.047244094488188976,0.0
9,0.0,0.0,0.056338028169014086,0.11267605633802817,0.18309859154929578,0.22535211267605634,0.15492957746478872,0.18309859154929578,0.04225352112676056,0.04225352112676056
10,0.0,0.0,0.045454545454545456,0.22727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091
